target_acc,taxid,Base_Species_TaxID,Species_Name
PDT000880495.1,470,470,Acinetobacter baumannii
PDT000390157.1,470,470,Acinetobacter baumannii
PDT002143421.1,470,470,Acinetobacter baumannii
PDT001257982.3,470,470,Acinetobacter baumannii
PDT001866880.1,470,470,Acinetobacter baumannii
PDT000046715.3,470,470,Acinetobacter baumannii
PDT000093818.1,470,470,Acinetobacter baumannii
PDT001505759.1,470,470,Acinetobacter baumannii
PDT000209017.1,470,470,Acinetobacter baumannii
PDT000442629.1,470,470,Acinetobacter baumannii
PDT002059849.1,470,470,Acinetobacter baumannii
PDT001235936.1,470,470,Acinetobacter baumannii
PDT002247235.1,470,470,Acinetobacter baumannii
PDT001258020.3,470,470,Acinetobacter baumannii
PDT001750680.1,470,470,Acinetobacter baumannii
PDT001006725.1,470,470,Acinetobacter baumannii
PDT002038750.1,470,470,Acinetobacter baumannii
PDT002072813.1,470,470,Acinetobacter baumannii
PDT001019434.3,470,470,Acinetobacter baumannii
PDT002126635.1,470,470,Acinetobacter baumannii
PDT002140184.1,470,470,Acinetobacter baumannii
PDT001820107.1,470,470,Acinetobacter baumannii
PDT001325920.1,470,470,Acinetobacter baumannii
PDT000945294.2,470,470,Acinetobacter baumannii
PDT001689511.3,470,470,Acinetobacter baumannii
PDT001040226.3,470,470,Acinetobacter baumannii
PDT001817156.1,470,470,Acinetobacter baumannii
PDT000866584.1,470,470,Acinetobacter baumannii
PDT001593115.1,470,470,Acinetobacter baumannii
PDT001352864.3,470,470,Acinetobacter baumannii
PDT001276535.1,470,470,Acinetobacter baumannii
PDT002129567.1,470,470,Acinetobacter baumannii
PDT000173789.3,470,470,Acinetobacter baumannii
PDT001664079.3,470,470,Acinetobacter baumannii
PDT001006693.1,470,470,Acinetobacter baumannii
PDT002179724.1,470,470,Acinetobacter baumannii
PDT002117974.1,470,470,Acinetobacter baumannii
PDT001250758.1,470,470,Acinetobacter baumannii
PDT001250800.1,470,470,Acinetobacter baumannii
PDT000884958.1,470,470,Acinetobacter baumannii
PDT000418807.1,470,470,Acinetobacter baumannii
PDT001961318.1,470,470,Acinetobacter baumannii
PDT000298127.1,470,470,Acinetobacter baumannii
PDT001925774.2,470,470,Acinetobacter baumannii
PDT002055209.1,470,470,Acinetobacter baumannii
PDT000111408.2,470,470,Acinetobacter baumannii
PDT001192557.1,470,470,Acinetobacter baumannii
PDT002181347.1,470,470,Acinetobacter baumannii
PDT001278727.3,470,470,Acinetobacter baumannii
PDT000605755.1,470,470,Acinetobacter baumannii
PDT001609329.3,470,470,Acinetobacter baumannii
PDT001336349.1,470,470,Acinetobacter baumannii
PDT001148904.3,470,470,Acinetobacter baumannii
PDT000213679.1,470,470,Acinetobacter baumannii
PDT000632449.1,470,470,Acinetobacter baumannii
PDT002126956.1,470,470,Acinetobacter baumannii
PDT000092674.1,470,470,Acinetobacter baumannii
PDT001135594.1,470,470,Acinetobacter baumannii
PDT001821923.2,470,470,Acinetobacter baumannii
PDT001493001.1,470,470,Acinetobacter baumannii
PDT000342162.2,470,470,Acinetobacter baumannii
PDT000106843.2,470,470,Acinetobacter baumannii
PDT001518611.1,470,470,Acinetobacter baumannii
PDT001253214.4,470,470,Acinetobacter baumannii
PDT000683304.1,470,470,Acinetobacter baumannii
PDT001006746.1,470,470,Acinetobacter baumannii
PDT000383112.1,470,470,Acinetobacter baumannii
PDT001492979.1,470,470,Acinetobacter baumannii
PDT002366180.1,470,470,Acinetobacter baumannii
PDT001502899.1,470,470,Acinetobacter baumannii
PDT001653495.1,470,470,Acinetobacter baumannii
PDT002261650.1,470,470,Acinetobacter baumannii
PDT001006923.1,470,470,Acinetobacter baumannii
PDT002302023.1,470,470,Acinetobacter baumannii
PDT002059692.1,470,470,Acinetobacter baumannii
PDT000929036.1,470,470,Acinetobacter baumannii
PDT001602602.3,470,470,Acinetobacter baumannii
PDT001792534.1,470,470,Acinetobacter baumannii
PDT000884385.1,470,470,Acinetobacter baumannii
PDT001147073.1,470,470,Acinetobacter baumannii
PDT001135175.1,470,470,Acinetobacter baumannii
PDT001067688.3,470,470,Acinetobacter baumannii
PDT001817123.1,470,470,Acinetobacter baumannii
PDT000714723.1,470,470,Acinetobacter baumannii
PDT000762551.1,470,470,Acinetobacter baumannii
PDT002157308.1,470,470,Acinetobacter baumannii
PDT001463207.3,470,470,Acinetobacter baumannii
PDT001377790.3,470,470,Acinetobacter baumannii
PDT000746720.1,470,470,Acinetobacter baumannii
PDT000893014.1,470,470,Acinetobacter baumannii
PDT001610232.1,470,470,Acinetobacter baumannii
PDT002035209.1,470,470,Acinetobacter baumannii
PDT001232578.3,470,470,Acinetobacter baumannii
PDT000162455.2,470,470,Acinetobacter baumannii
PDT000633008.1,470,470,Acinetobacter baumannii
PDT000867328.1,470,470,Acinetobacter baumannii
PDT001636274.3,470,470,Acinetobacter baumannii
PDT001314888.1,470,470,Acinetobacter baumannii
PDT002383932.1,470,470,Acinetobacter baumannii
PDT001135321.1,470,470,Acinetobacter baumannii
PDT001398034.3,470,470,Acinetobacter baumannii
PDT001193929.1,470,470,Acinetobacter baumannii
PDT001144859.3,470,470,Acinetobacter baumannii
PDT002239499.1,470,470,Acinetobacter baumannii
PDT001442345.3,470,470,Acinetobacter baumannii
PDT001595093.1,470,470,Acinetobacter baumannii
PDT001518594.1,470,470,Acinetobacter baumannii
PDT001947741.2,470,470,Acinetobacter baumannii
PDT001878181.2,470,470,Acinetobacter baumannii
PDT000542212.1,470,470,Acinetobacter baumannii
PDT001382974.1,470,470,Acinetobacter baumannii
PDT001971194.1,470,470,Acinetobacter baumannii
PDT001135193.1,470,470,Acinetobacter baumannii
PDT000883703.1,470,470,Acinetobacter baumannii
PDT002049294.1,470,470,Acinetobacter baumannii
PDT000865745.1,470,470,Acinetobacter baumannii
PDT001280603.3,470,470,Acinetobacter baumannii
PDT001860316.1,470,470,Acinetobacter baumannii
PDT002072020.1,470,470,Acinetobacter baumannii
PDT002206008.1,470,470,Acinetobacter baumannii
PDT001961366.1,470,470,Acinetobacter baumannii
PDT001537687.3,470,470,Acinetobacter baumannii
PDT000023601.1,1310710,470,Acinetobacter baumannii
PDT002111000.1,470,470,Acinetobacter baumannii
PDT001019420.3,470,470,Acinetobacter baumannii
PDT000114264.2,470,470,Acinetobacter baumannii
PDT001837101.1,470,470,Acinetobacter baumannii
PDT002187428.1,470,470,Acinetobacter baumannii
PDT001493603.1,470,470,Acinetobacter baumannii
PDT002247629.1,470,470,Acinetobacter baumannii
PDT001265041.1,470,470,Acinetobacter baumannii
PDT000766435.4,470,470,Acinetobacter baumannii
PDT001292374.1,470,470,Acinetobacter baumannii
PDT001505890.1,470,470,Acinetobacter baumannii
PDT002140104.1,470,470,Acinetobacter baumannii
PDT002078302.1,470,470,Acinetobacter baumannii
PDT000534466.1,470,470,Acinetobacter baumannii
PDT001006874.1,470,470,Acinetobacter baumannii
PDT001231250.1,470,470,Acinetobacter baumannii
PDT000928458.3,470,470,Acinetobacter baumannii
PDT001193876.1,470,470,Acinetobacter baumannii
PDT002024640.1,470,470,Acinetobacter baumannii
PDT000746285.1,470,470,Acinetobacter baumannii
PDT001577093.3,470,470,Acinetobacter baumannii
PDT001671939.1,470,470,Acinetobacter baumannii
PDT000152743.2,470,470,Acinetobacter baumannii
PDT002387792.1,470,470,Acinetobacter baumannii
PDT000751430.1,470,470,Acinetobacter baumannii
PDT000725311.3,470,470,Acinetobacter baumannii
PDT001603245.1,470,470,Acinetobacter baumannii
PDT001610190.1,470,470,Acinetobacter baumannii
PDT001250791.1,470,470,Acinetobacter baumannii
PDT001382793.1,470,470,Acinetobacter baumannii
PDT002067652.1,470,470,Acinetobacter baumannii
PDT001336293.1,470,470,Acinetobacter baumannii
PDT001285152.1,470,470,Acinetobacter baumannii
PDT001465474.1,470,470,Acinetobacter baumannii
PDT000216793.1,470,470,Acinetobacter baumannii
PDT000632562.1,470,470,Acinetobacter baumannii
PDT000746154.1,470,470,Acinetobacter baumannii
PDT001817111.1,470,470,Acinetobacter baumannii
PDT002187376.1,470,470,Acinetobacter baumannii
PDT000943850.1,470,470,Acinetobacter baumannii
PDT000659379.1,470,470,Acinetobacter baumannii
PDT001314889.1,470,470,Acinetobacter baumannii
PDT000113592.2,470,470,Acinetobacter baumannii
PDT001689454.3,470,470,Acinetobacter baumannii
PDT001640698.4,470,470,Acinetobacter baumannii
PDT002239558.1,470,470,Acinetobacter baumannii
PDT001250815.1,470,470,Acinetobacter baumannii
PDT001096654.1,470,470,Acinetobacter baumannii
PDT001656217.3,470,470,Acinetobacter baumannii
PDT001603289.1,470,470,Acinetobacter baumannii
PDT000290031.1,470,470,Acinetobacter baumannii
PDT000633245.1,470,470,Acinetobacter baumannii
PDT002142267.1,470,470,Acinetobacter baumannii
PDT001218607.1,470,470,Acinetobacter baumannii
PDT001044807.3,470,470,Acinetobacter baumannii
PDT001293020.3,470,470,Acinetobacter baumannii
PDT002279027.1,470,470,Acinetobacter baumannii
PDT001602991.1,470,470,Acinetobacter baumannii
PDT000606183.1,470,470,Acinetobacter baumannii
PDT002117975.1,470,470,Acinetobacter baumannii
PDT001290940.3,470,470,Acinetobacter baumannii
PDT001766075.1,470,470,Acinetobacter baumannii
PDT000156215.1,470,470,Acinetobacter baumannii
PDT001159512.3,470,470,Acinetobacter baumannii
PDT001957305.1,470,470,Acinetobacter baumannii
PDT001603183.1,470,470,Acinetobacter baumannii
PDT002345955.1,470,470,Acinetobacter baumannii
PDT002134038.1,470,470,Acinetobacter baumannii
PDT001595095.1,470,470,Acinetobacter baumannii
PDT000417679.1,470,470,Acinetobacter baumannii
PDT000354441.1,470,470,Acinetobacter baumannii
PDT002213450.1,470,470,Acinetobacter baumannii
PDT000023948.1,1310919,470,Acinetobacter baumannii
PDT000375434.1,470,470,Acinetobacter baumannii
PDT000023777.1,1310786,470,Acinetobacter baumannii
PDT001336358.1,470,470,Acinetobacter baumannii
PDT001602752.3,470,470,Acinetobacter baumannii
PDT000633899.1,470,470,Acinetobacter baumannii
PDT001250768.1,470,470,Acinetobacter baumannii
PDT001135255.1,470,470,Acinetobacter baumannii
PDT001383023.1,470,470,Acinetobacter baumannii
PDT001231319.1,470,470,Acinetobacter baumannii
PDT001824841.1,470,470,Acinetobacter baumannii
PDT001006717.1,470,470,Acinetobacter baumannii
PDT001617435.3,470,470,Acinetobacter baumannii
PDT001765377.2,470,470,Acinetobacter baumannii
PDT001602989.1,470,470,Acinetobacter baumannii
PDT001506097.1,470,470,Acinetobacter baumannii
PDT001526447.3,470,470,Acinetobacter baumannii
PDT001488370.1,470,470,Acinetobacter baumannii
PDT000887055.1,470,470,Acinetobacter baumannii
PDT000746378.1,470,470,Acinetobacter baumannii
PDT000887234.1,470,470,Acinetobacter baumannii
PDT001791917.2,470,470,Acinetobacter baumannii
PDT001618837.4,470,470,Acinetobacter baumannii
PDT001469682.1,470,470,Acinetobacter baumannii
PDT001878088.2,470,470,Acinetobacter baumannii
PDT001590671.1,470,470,Acinetobacter baumannii
PDT000106823.2,470,470,Acinetobacter baumannii
PDT001135500.1,470,470,Acinetobacter baumannii
PDT001516702.3,470,470,Acinetobacter baumannii
PDT000683290.1,470,470,Acinetobacter baumannii
PDT001218700.1,470,470,Acinetobacter baumannii
PDT001163979.3,470,470,Acinetobacter baumannii
PDT001159228.3,470,470,Acinetobacter baumannii
PDT000424092.1,470,470,Acinetobacter baumannii
PDT002230490.1,470,470,Acinetobacter baumannii
PDT001670886.3,470,470,Acinetobacter baumannii
PDT002081152.1,470,470,Acinetobacter baumannii
PDT001566677.3,470,470,Acinetobacter baumannii
PDT001599055.1,470,470,Acinetobacter baumannii
PDT000050848.2,470,470,Acinetobacter baumannii
PDT000107104.2,470,470,Acinetobacter baumannii
PDT000642541.1,470,470,Acinetobacter baumannii
PDT002341396.1,470,470,Acinetobacter baumannii
PDT001658793.3,470,470,Acinetobacter baumannii
PDT000441459.1,470,470,Acinetobacter baumannii
PDT001695734.1,470,470,Acinetobacter baumannii
PDT000448236.1,470,470,Acinetobacter baumannii
PDT000481541.1,470,470,Acinetobacter baumannii
PDT001717206.3,470,470,Acinetobacter baumannii
PDT000898143.3,470,470,Acinetobacter baumannii
PDT000659435.1,470,470,Acinetobacter baumannii
PDT001505881.1,470,470,Acinetobacter baumannii
PDT001200541.1,470,470,Acinetobacter baumannii
PDT002056829.1,470,470,Acinetobacter baumannii
PDT002126258.1,470,470,Acinetobacter baumannii
PDT001792525.1,470,470,Acinetobacter baumannii
PDT002293899.1,470,470,Acinetobacter baumannii
PDT002126381.1,470,470,Acinetobacter baumannii
PDT000007156.2,525242,470,Acinetobacter baumannii
PDT001898916.1,470,470,Acinetobacter baumannii
PDT000885019.1,470,470,Acinetobacter baumannii
PDT001159194.3,470,470,Acinetobacter baumannii
PDT001135436.1,470,470,Acinetobacter baumannii
PDT001825564.2,470,470,Acinetobacter baumannii
PDT001836053.3,470,470,Acinetobacter baumannii
PDT000526430.1,470,470,Acinetobacter baumannii
PDT002184113.1,470,470,Acinetobacter baumannii
PDT000888598.1,470,470,Acinetobacter baumannii
PDT000662375.1,470,470,Acinetobacter baumannii
PDT001135400.1,470,470,Acinetobacter baumannii
PDT001280591.3,470,470,Acinetobacter baumannii
PDT001151726.3,470,470,Acinetobacter baumannii
PDT002387668.1,470,470,Acinetobacter baumannii
PDT001834978.1,470,470,Acinetobacter baumannii
PDT002247703.1,470,470,Acinetobacter baumannii
PDT000114295.2,470,470,Acinetobacter baumannii
PDT000647898.1,470,470,Acinetobacter baumannii
PDT001135589.1,470,470,Acinetobacter baumannii
PDT000751244.1,470,470,Acinetobacter baumannii
PDT000162470.2,470,470,Acinetobacter baumannii
PDT001770025.2,470,470,Acinetobacter baumannii
PDT000954759.1,470,470,Acinetobacter baumannii
PDT000111181.1,470,470,Acinetobacter baumannii
PDT002036916.1,470,470,Acinetobacter baumannii
PDT000659455.1,470,470,Acinetobacter baumannii
PDT001881813.2,470,470,Acinetobacter baumannii
PDT001608626.1,470,470,Acinetobacter baumannii
PDT001877132.1,470,470,Acinetobacter baumannii
PDT001280613.3,470,470,Acinetobacter baumannii
PDT002154455.1,470,470,Acinetobacter baumannii
PDT002126306.1,470,470,Acinetobacter baumannii
PDT002126962.1,470,470,Acinetobacter baumannii
PDT002072011.1,470,470,Acinetobacter baumannii
PDT001689457.3,470,470,Acinetobacter baumannii
PDT001810518.2,470,470,Acinetobacter baumannii
PDT002045035.1,470,470,Acinetobacter baumannii
PDT001044775.3,470,470,Acinetobacter baumannii
PDT002038754.1,470,470,Acinetobacter baumannii
PDT001616503.1,470,470,Acinetobacter baumannii
PDT000659366.1,470,470,Acinetobacter baumannii
PDT002139409.1,470,470,Acinetobacter baumannii
PDT001825569.2,470,470,Acinetobacter baumannii
PDT001603343.1,470,470,Acinetobacter baumannii
PDT000011293.2,1221264,470,Acinetobacter baumannii
PDT001353799.3,470,470,Acinetobacter baumannii
PDT000418821.1,470,470,Acinetobacter baumannii
PDT000866601.1,470,470,Acinetobacter baumannii
PDT001505621.1,470,470,Acinetobacter baumannii
PDT002129977.1,470,470,Acinetobacter baumannii
PDT002037459.1,470,470,Acinetobacter baumannii
PDT000751437.1,470,470,Acinetobacter baumannii
PDT001615606.3,470,470,Acinetobacter baumannii
PDT002154397.1,470,470,Acinetobacter baumannii
PDT001757894.2,470,470,Acinetobacter baumannii
PDT001648406.3,470,470,Acinetobacter baumannii
PDT001957200.1,470,470,Acinetobacter baumannii
PDT001258019.3,470,470,Acinetobacter baumannii
PDT000023425.1,1310640,470,Acinetobacter baumannii
PDT002126657.1,470,470,Acinetobacter baumannii
PDT001671965.1,470,470,Acinetobacter baumannii
PDT000659960.1,470,470,Acinetobacter baumannii
PDT000173827.2,470,470,Acinetobacter baumannii
PDT001200266.1,470,470,Acinetobacter baumannii
PDT001231340.1,470,470,Acinetobacter baumannii
PDT001010871.1,470,470,Acinetobacter baumannii
PDT002064944.1,470,470,Acinetobacter baumannii
PDT000093850.1,470,470,Acinetobacter baumannii
PDT001231502.3,470,470,Acinetobacter baumannii
PDT001135493.1,470,470,Acinetobacter baumannii
PDT002213475.1,470,470,Acinetobacter baumannii
PDT002064901.1,470,470,Acinetobacter baumannii
PDT002255610.1,470,470,Acinetobacter baumannii
PDT002179640.1,470,470,Acinetobacter baumannii
PDT000746096.1,470,470,Acinetobacter baumannii
PDT001158053.5,470,470,Acinetobacter baumannii
PDT001135523.1,470,470,Acinetobacter baumannii
PDT001143355.3,470,470,Acinetobacter baumannii
PDT002264479.1,470,470,Acinetobacter baumannii
PDT001636995.3,470,470,Acinetobacter baumannii
PDT000899118.3,470,470,Acinetobacter baumannii
PDT002064699.1,470,470,Acinetobacter baumannii
PDT001210475.3,470,470,Acinetobacter baumannii
PDT001571514.1,470,470,Acinetobacter baumannii
PDT001204946.3,470,470,Acinetobacter baumannii
PDT002152130.1,470,470,Acinetobacter baumannii
PDT001544202.3,470,470,Acinetobacter baumannii
PDT000897745.3,470,470,Acinetobacter baumannii
PDT000659924.1,470,470,Acinetobacter baumannii
PDT000837935.1,470,470,Acinetobacter baumannii
PDT002126270.1,470,470,Acinetobacter baumannii
PDT001661851.3,470,470,Acinetobacter baumannii
PDT000750231.1,470,470,Acinetobacter baumannii
PDT001791198.2,470,470,Acinetobacter baumannii
PDT000318211.1,470,470,Acinetobacter baumannii
PDT001383170.1,470,470,Acinetobacter baumannii
PDT001852481.1,470,470,Acinetobacter baumannii
PDT001218696.1,470,470,Acinetobacter baumannii
PDT002057875.1,470,470,Acinetobacter baumannii
PDT001116109.3,470,470,Acinetobacter baumannii
PDT001874270.1,470,470,Acinetobacter baumannii
PDT001456851.3,470,470,Acinetobacter baumannii
PDT001957226.1,470,470,Acinetobacter baumannii
PDT002191048.1,470,470,Acinetobacter baumannii
PDT002126813.1,470,470,Acinetobacter baumannii
PDT001465462.1,470,470,Acinetobacter baumannii
PDT002072025.1,470,470,Acinetobacter baumannii
PDT001948229.2,470,470,Acinetobacter baumannii
PDT001191380.1,470,470,Acinetobacter baumannii
PDT001852624.2,470,470,Acinetobacter baumannii
PDT000359874.1,470,470,Acinetobacter baumannii
PDT002381661.1,470,470,Acinetobacter baumannii
PDT002317131.1,470,470,Acinetobacter baumannii
PDT000375435.1,470,470,Acinetobacter baumannii
PDT000235654.1,470,470,Acinetobacter baumannii
PDT002316124.1,470,470,Acinetobacter baumannii
PDT001135568.1,470,470,Acinetobacter baumannii
PDT001640363.3,470,470,Acinetobacter baumannii
PDT000134737.1,470,470,Acinetobacter baumannii
PDT001580177.1,470,470,Acinetobacter baumannii
PDT000008753.2,903898,470,Acinetobacter baumannii
PDT001373634.3,470,470,Acinetobacter baumannii
PDT002117964.1,470,470,Acinetobacter baumannii
PDT002345879.1,470,470,Acinetobacter baumannii
PDT001603068.1,470,470,Acinetobacter baumannii
PDT002154378.1,470,470,Acinetobacter baumannii
PDT001828562.1,470,470,Acinetobacter baumannii
PDT000015727.2,1094475,470,Acinetobacter baumannii
PDT000046702.3,470,470,Acinetobacter baumannii
PDT001766141.1,470,470,Acinetobacter baumannii
PDT002113373.1,470,470,Acinetobacter baumannii
PDT000417625.1,470,470,Acinetobacter baumannii
PDT000114250.2,470,470,Acinetobacter baumannii
PDT001253210.4,470,470,Acinetobacter baumannii
PDT000659569.1,470,470,Acinetobacter baumannii
PDT002059746.1,470,470,Acinetobacter baumannii
PDT001044885.3,470,470,Acinetobacter baumannii
PDT000797567.1,470,470,Acinetobacter baumannii
PDT000114616.2,470,470,Acinetobacter baumannii
PDT000880480.1,470,470,Acinetobacter baumannii
PDT001157075.7,470,470,Acinetobacter baumannii
PDT001280599.3,470,470,Acinetobacter baumannii
PDT001851917.2,470,470,Acinetobacter baumannii
PDT002045078.1,470,470,Acinetobacter baumannii
PDT002020951.1,470,470,Acinetobacter baumannii
PDT000216825.1,470,470,Acinetobacter baumannii
PDT001758266.2,470,470,Acinetobacter baumannii
PDT001135325.1,470,470,Acinetobacter baumannii
PDT000023850.1,1310875,470,Acinetobacter baumannii
PDT001172774.3,470,470,Acinetobacter baumannii
PDT002020948.1,470,470,Acinetobacter baumannii
PDT001135625.1,470,470,Acinetobacter baumannii
PDT001818764.2,470,470,Acinetobacter baumannii
PDT002029809.1,470,470,Acinetobacter baumannii
PDT001435589.1,470,470,Acinetobacter baumannii
PDT000807357.1,470,470,Acinetobacter baumannii
PDT001200284.1,470,470,Acinetobacter baumannii
PDT000837952.1,470,470,Acinetobacter baumannii
PDT002137401.1,470,470,Acinetobacter baumannii
PDT001382977.1,470,470,Acinetobacter baumannii
PDT000605681.1,470,470,Acinetobacter baumannii
PDT001094416.3,470,470,Acinetobacter baumannii
PDT001971181.1,470,470,Acinetobacter baumannii
PDT000865777.1,470,470,Acinetobacter baumannii
PDT002247673.1,470,470,Acinetobacter baumannii
PDT000842828.1,470,470,Acinetobacter baumannii
PDT000526358.1,470,470,Acinetobacter baumannii
PDT001602967.1,470,470,Acinetobacter baumannii
PDT001957196.1,470,470,Acinetobacter baumannii
PDT000298142.1,470,470,Acinetobacter baumannii
PDT001253188.4,470,470,Acinetobacter baumannii
PDT001187400.1,470,470,Acinetobacter baumannii
PDT001273509.1,470,470,Acinetobacter baumannii
PDT002179714.1,470,470,Acinetobacter baumannii
PDT001438778.3,470,470,Acinetobacter baumannii
PDT001135498.1,470,470,Acinetobacter baumannii
PDT001473320.1,470,470,Acinetobacter baumannii
PDT001465484.1,470,470,Acinetobacter baumannii
PDT000745618.1,470,470,Acinetobacter baumannii
PDT001210494.3,470,470,Acinetobacter baumannii
PDT000510375.1,470,470,Acinetobacter baumannii
PDT002026748.1,470,470,Acinetobacter baumannii
PDT001087907.1,470,470,Acinetobacter baumannii
PDT001898889.1,470,470,Acinetobacter baumannii
PDT000422571.1,470,470,Acinetobacter baumannii
PDT001191776.2,470,470,Acinetobacter baumannii
PDT000510373.1,470,470,Acinetobacter baumannii
PDT000152740.2,470,470,Acinetobacter baumannii
PDT002130448.1,470,470,Acinetobacter baumannii
PDT002154452.1,470,470,Acinetobacter baumannii
PDT001707521.3,470,470,Acinetobacter baumannii
PDT002126429.1,470,470,Acinetobacter baumannii
PDT000209567.1,470,470,Acinetobacter baumannii
PDT000884359.1,470,470,Acinetobacter baumannii
PDT000729662.1,470,470,Acinetobacter baumannii
PDT001210525.3,470,470,Acinetobacter baumannii
PDT002158466.1,470,470,Acinetobacter baumannii
PDT000626479.2,470,470,Acinetobacter baumannii
PDT001325792.1,470,470,Acinetobacter baumannii
PDT001603307.1,470,470,Acinetobacter baumannii
PDT001898909.1,470,470,Acinetobacter baumannii
PDT000746201.1,470,470,Acinetobacter baumannii
PDT001993032.2,470,470,Acinetobacter baumannii
PDT001695697.1,470,470,Acinetobacter baumannii
PDT001227180.1,470,470,Acinetobacter baumannii
PDT002148495.1,470,470,Acinetobacter baumannii
PDT002277483.1,470,470,Acinetobacter baumannii
PDT001671960.1,470,470,Acinetobacter baumannii
PDT001993119.2,470,470,Acinetobacter baumannii
PDT002130449.1,470,470,Acinetobacter baumannii
PDT000102158.1,470,470,Acinetobacter baumannii
PDT001218586.1,470,470,Acinetobacter baumannii
PDT002059637.1,470,470,Acinetobacter baumannii
PDT000010838.2,903937,470,Acinetobacter baumannii
PDT001135462.1,470,470,Acinetobacter baumannii
PDT001766025.1,470,470,Acinetobacter baumannii
PDT001231421.1,470,470,Acinetobacter baumannii
PDT001151734.3,470,470,Acinetobacter baumannii
PDT001996890.1,470,470,Acinetobacter baumannii
PDT001163991.3,470,470,Acinetobacter baumannii
PDT001689432.3,470,470,Acinetobacter baumannii
PDT002074233.1,470,470,Acinetobacter baumannii
PDT001616507.1,470,470,Acinetobacter baumannii
PDT000642505.1,470,470,Acinetobacter baumannii
PDT000114666.2,470,470,Acinetobacter baumannii
PDT001766183.1,470,470,Acinetobacter baumannii
PDT000888245.3,470,470,Acinetobacter baumannii
PDT002152147.1,470,470,Acinetobacter baumannii
PDT002107465.1,470,470,Acinetobacter baumannii
PDT001505788.1,470,470,Acinetobacter baumannii
PDT001336368.1,470,470,Acinetobacter baumannii
PDT002045061.1,470,470,Acinetobacter baumannii
PDT001924219.2,470,470,Acinetobacter baumannii
PDT002088775.1,470,470,Acinetobacter baumannii
PDT002090150.1,470,470,Acinetobacter baumannii
PDT000135484.1,470,470,Acinetobacter baumannii
PDT000246453.1,470,470,Acinetobacter baumannii
PDT002107467.1,470,470,Acinetobacter baumannii
PDT000354497.1,470,470,Acinetobacter baumannii
PDT000751249.1,470,470,Acinetobacter baumannii
PDT002264503.1,470,470,Acinetobacter baumannii
PDT001250784.1,470,470,Acinetobacter baumannii
PDT001127713.1,470,470,Acinetobacter baumannii
PDT001671873.1,470,470,Acinetobacter baumannii
PDT001957217.1,470,470,Acinetobacter baumannii
PDT000114105.2,470,470,Acinetobacter baumannii
PDT001770994.2,470,470,Acinetobacter baumannii
PDT001719359.3,470,470,Acinetobacter baumannii
PDT002111663.1,470,470,Acinetobacter baumannii
PDT001450781.3,470,470,Acinetobacter baumannii
PDT000660328.1,470,470,Acinetobacter baumannii
PDT002051185.1,470,470,Acinetobacter baumannii
PDT001292540.1,470,470,Acinetobacter baumannii
PDT000526429.1,470,470,Acinetobacter baumannii
PDT000114216.2,470,470,Acinetobacter baumannii
PDT001200669.1,470,470,Acinetobacter baumannii
PDT001688608.1,470,470,Acinetobacter baumannii
PDT001603154.1,470,470,Acinetobacter baumannii
PDT001456697.3,470,470,Acinetobacter baumannii
PDT001147850.3,470,470,Acinetobacter baumannii
PDT001494894.1,470,470,Acinetobacter baumannii
PDT001416169.1,470,470,Acinetobacter baumannii
PDT001067691.3,470,470,Acinetobacter baumannii
PDT001593151.1,470,470,Acinetobacter baumannii
PDT001248843.3,470,470,Acinetobacter baumannii
PDT002143915.1,470,470,Acinetobacter baumannii
PDT000864940.1,470,470,Acinetobacter baumannii
PDT000441528.1,470,470,Acinetobacter baumannii
PDT001358423.1,470,470,Acinetobacter baumannii
PDT001157437.6,470,470,Acinetobacter baumannii
PDT002187429.1,470,470,Acinetobacter baumannii
PDT001818769.2,470,470,Acinetobacter baumannii
PDT002016260.1,470,470,Acinetobacter baumannii
PDT001505744.1,470,470,Acinetobacter baumannii
PDT002247736.1,470,470,Acinetobacter baumannii
PDT001925818.2,470,470,Acinetobacter baumannii
PDT001271326.3,470,470,Acinetobacter baumannii
PDT000092679.1,470,470,Acinetobacter baumannii
PDT001898753.1,470,470,Acinetobacter baumannii
PDT002387649.1,470,470,Acinetobacter baumannii
PDT001488382.1,470,470,Acinetobacter baumannii
PDT002291807.1,470,470,Acinetobacter baumannii
PDT001187614.1,470,470,Acinetobacter baumannii
PDT002129720.1,470,470,Acinetobacter baumannii
PDT000107137.2,470,470,Acinetobacter baumannii
PDT001436824.1,470,470,Acinetobacter baumannii
PDT002225262.1,470,470,Acinetobacter baumannii
PDT002100455.1,470,470,Acinetobacter baumannii
PDT000534408.1,470,470,Acinetobacter baumannii
PDT001287156.3,470,470,Acinetobacter baumannii
PDT001820108.1,470,470,Acinetobacter baumannii
PDT000024630.1,1311035,470,Acinetobacter baumannii
PDT001550945.3,470,470,Acinetobacter baumannii
PDT002247487.1,470,470,Acinetobacter baumannii
PDT002059900.1,470,470,Acinetobacter baumannii
PDT001820621.1,470,470,Acinetobacter baumannii
PDT001506259.1,470,470,Acinetobacter baumannii
PDT000156136.1,470,470,Acinetobacter baumannii
PDT000603232.1,470,470,Acinetobacter baumannii
PDT000889066.1,470,470,Acinetobacter baumannii
PDT001046510.1,470,470,Acinetobacter baumannii
PDT000751274.1,470,470,Acinetobacter baumannii
PDT001611202.3,470,470,Acinetobacter baumannii
PDT000887212.1,470,470,Acinetobacter baumannii
