scientific_name,erd_group,target_acc,Sample_Name
Enterobacter cloacae,PDS000174890.1,PDT001906962.2,PDT001906962_2
Enterobacter cloacae,PDS000091483.29,PDT001407534.1,PDT001407534_1
Enterobacter cloacae,PDS000140584.1,PDT000435242.1,PDT000435242_1
Enterobacter cloacae,PDS000103385.2,PDT001230159.1,PDT001230159_1
Enterobacter cloacae,PDS000061405.14,PDT000727146.1,PDT000727146_1
Enterobacter cloacae,PDS000078311.1,PDT000925073.1,PDT000925073_1
Enterobacter cloacae,PDS000092147.1,PDT001078532.1,PDT001078532_1
Enterobacter cloacae,PDS000149105.12,PDT001576679.4,PDT001576679_4
Enterobacter cloacae,PDS000108554.2,PDT001145885.3,PDT001145885_3
Enterobacter cloacae,PDS000108214.1,PDT001288803.1,PDT001288803_1
Enterobacter cloacae,PDS000136239.1,PDT001610831.1,PDT001610831_1
Enterobacter cloacae,PDS000104432.1,PDT001243261.1,PDT001243261_1
Enterobacter cloacae,PDS000056108.4,PDT000674892.1,PDT000674892_1
Enterobacter cloacae,PDS000115344.2,PDT001385984.1,PDT001385984_1
Enterobacter cloacae,PDS000074604.1,PDT000870788.1,PDT000870788_1
Enterobacter cloacae,PDS000197103.1,PDT002366170.1,PDT002366170_1
Enterobacter cloacae,PDS000121531.1,PDT001219097.1,PDT001219097_1
Enterobacter cloacae,PDS000053763.1,PDT000633464.1,PDT000633464_1
Enterobacter cloacae,PDS000049683.1,PDT000570915.1,PDT000570915_1
Enterobacter cloacae,PDS000138653.2,PDT000747291.1,PDT000747291_1
Enterobacter cloacae,PDS000078303.5,PDT001308035.1,PDT001308035_1
Enterobacter cloacae,PDS000149093.5,PDT000901765.4,PDT000901765_4
Enterobacter cloacae,PDS000179450.3,PDT002310440.1,PDT002310440_1
Enterobacter cloacae,PDS000012988.31,PDT001927906.2,PDT001927906_2
Enterobacter cloacae,PDS000064014.1,PDT000759794.1,PDT000759794_1
Enterobacter cloacae,PDS000106080.1,PDT001260692.1,PDT001260692_1
Enterobacter cloacae,PDS000109707.1,PDT001308159.1,PDT001308159_1
Enterobacter cloacae,PDS000103138.1,PDT001226727.1,PDT001226727_1
Enterobacter cloacae,PDS000008343.7,PDT000084681.1,PDT000084681_1
Enterobacter cloacae,PDS000183850.1,PDT002181244.1,PDT002181244_1
Enterobacter cloacae,PDS000037739.2,PDT000395988.1,PDT000395988_1
Enterobacter cloacae,PDS000099980.2,PDT001192052.1,PDT001192052_1
Enterobacter cloacae,PDS000194410.1,PDT002338479.1,PDT002338479_1
Enterobacter cloacae,PDS000179453.1,PDT001678081.4,PDT001678081_4
Enterobacter cloacae,PDS000149094.3,PDT000217985.4,PDT000217985_4
Enterobacter cloacae,PDS000079817.1,PDT000943942.1,PDT000943942_1
Enterobacter cloacae,PDS000129741.1,PDT001372860.1,PDT001372860_1
Enterobacter cloacae,PDS000148719.5,PDT001090217.5,PDT001090217_5
Enterobacter cloacae,PDS000153136.1,PDT001815775.1,PDT001815775_1
Enterobacter cloacae,PDS000179460.1,PDT001198718.4,PDT001198718_4
Enterobacter cloacae,PDS000061423.1,PDT000727179.1,PDT000727179_1
Enterobacter cloacae,PDS000061407.1,PDT000727058.1,PDT000727058_1
Enterobacter cloacae,PDS000096660.1,PDT000929675.1,PDT000929675_1
Enterobacter cloacae,PDS000056109.1,PDT000675149.1,PDT000675149_1
Enterobacter cloacae,PDS000149110.5,PDT001582868.4,PDT001582868_4
Enterobacter cloacae,PDS000149098.3,PDT000145889.4,PDT000145889_4
Enterobacter cloacae,PDS000100565.1,PDT001196968.1,PDT001196968_1
Enterobacter cloacae,PDS000056102.1,PDT000674937.1,PDT000674937_1
Enterobacter cloacae,PDS000174386.2,PDT001354378.4,PDT001354378_4
Enterobacter cloacae,PDS000073355.1,PDT000858503.1,PDT000858503_1
Enterobacter cloacae,PDS000173163.1,PDT001847425.2,PDT001847425_2
Enterobacter cloacae,PDS000088464.1,PDT001025260.1,PDT001025260_1
Enterobacter cloacae,PDS000179632.1,PDT002122506.1,PDT002122506_1
Enterobacter cloacae,PDS000186955.1,PDT002230398.1,PDT002230398_1
Enterobacter cloacae,PDS000108212.1,PDT001288881.1,PDT001288881_1
Enterobacter cloacae,PDS000107980.1,PDT001286312.1,PDT001286312_1
Enterobacter cloacae,PDS000106963.1,PDT001273693.1,PDT001273693_1
Enterobacter cloacae,PDS000149103.6,PDT001684137.1,PDT001684137_1
Enterobacter cloacae,PDS000106964.1,PDT001038367.1,PDT001038367_1
Enterobacter cloacae,PDS000136228.4,PDT001774776.1,PDT001774776_1
Enterobacter cloacae,PDS000079820.1,PDT000943996.1,PDT000943996_1
Enterobacter cloacae,PDS000112063.1,PDT001336805.1,PDT001336805_1
Enterobacter cloacae,PDS000040751.1,PDT000438037.1,PDT000438037_1
Enterobacter cloacae,PDS000146312.1,PDT001739957.1,PDT001739957_1
Enterobacter cloacae,PDS000115348.1,PDT001386301.1,PDT001386301_1
Enterobacter cloacae,PDS000106082.1,PDT001260737.1,PDT001260737_1
Enterobacter cloacae,PDS000115351.1,PDT001385977.1,PDT001385977_1
Enterobacter cloacae,PDS000179463.1,PDT001280830.4,PDT001280830_4
Enterobacter cloacae,PDS000089309.2,PDT001038454.1,PDT001038454_1
Enterobacter cloacae,PDS000153137.1,PDT001815780.1,PDT001815780_1
Enterobacter cloacae,PDS000098712.2,PDT001244240.1,PDT001244240_1
Enterobacter cloacae,PDS000040153.1,PDT000424903.1,PDT000424903_1
Enterobacter cloacae,PDS000183457.1,PDT000924972.1,PDT000924972_1
Enterobacter cloacae,PDS000079808.2,PDT000943948.1,PDT000943948_1
Enterobacter cloacae,PDS000052973.1,PDT000535664.1,PDT000535664_1
Enterobacter cloacae,PDS000008369.4,PDT000136494.2,PDT000136494_2
Enterobacter cloacae,PDS000073353.1,PDT000857969.1,PDT000857969_1
Enterococcus faecium,PDS000059189.1,PDT000694637.1,PDT000694637_1
Enterococcus faecium,PDS000172009.1,PDT001362746.1,PDT001362746_1
Enterococcus faecium,PDS000058938.5,PDT000913052.1,PDT000913052_1
Enterococcus faecium,PDS000189635.4,PDT002271632.1,PDT002271632_1
Enterococcus faecium,PDS000059711.1,PDT000705369.1,PDT000705369_1
Enterococcus faecium,PDS000098986.1,PDT001176909.1,PDT001176909_1
Enterococcus faecium,PDS000070708.1,PDT000826538.2,PDT000826538_2
Enterococcus faecium,PDS000139777.2,PDT001664568.1,PDT001664568_1
Enterococcus faecium,PDS000058993.2,PDT000202312.2,PDT000202312_2
Enterococcus faecium,PDS000082276.6,PDT001009348.1,PDT001009348_1
Enterococcus faecium,PDS000164069.1,PDT001952984.1,PDT001952984_1
Enterococcus faecium,PDS000059699.4,PDT001176569.1,PDT001176569_1
Enterococcus faecium,PDS000063249.2,PDT000747431.1,PDT000747431_1
Enterococcus faecium,PDS000059469.2,PDT000698199.1,PDT000698199_1
Enterococcus faecium,PDS000058991.11,PDT000696177.1,PDT000696177_1
Enterococcus faecium,PDS000164224.1,PDT001952896.1,PDT001952896_1
Enterococcus faecium,PDS000059033.6,PDT000703899.1,PDT000703899_1
Enterococcus faecium,PDS000078643.2,PDT000929437.1,PDT000929437_1
Enterococcus faecium,PDS000059274.1,PDT000695874.1,PDT000695874_1
Enterococcus faecium,PDS000102069.1,PDT000810359.1,PDT000810359_1
Enterococcus faecium,PDS000101646.1,PDT000742999.1,PDT000742999_1
Enterococcus faecium,PDS000171978.1,PDT000041292.2,PDT000041292_2
Enterococcus faecium,PDS000164070.1,PDT001952932.1,PDT001952932_1
Enterococcus faecium,PDS000108556.1,PDT001292750.1,PDT001292750_1
Enterococcus faecium,PDS000169666.1,PDT002024451.1,PDT002024451_1
Enterococcus faecium,PDS000061374.9,PDT000907159.1,PDT000907159_1
Enterococcus faecium,PDS000122152.2,PDT001637923.1,PDT001637923_1
Enterococcus faecium,PDS000059145.1,PDT000423340.1,PDT000423340_1
Enterococcus faecium,PDS000183459.1,PDT002178567.1,PDT002178567_1
Enterococcus faecium,PDS000190818.1,PDT002289598.1,PDT002289598_1
Enterococcus faecium,PDS000189631.1,PDT002274132.1,PDT002274132_1
Enterococcus faecium,PDS000082466.1,PDT000976410.1,PDT000976410_1
Enterococcus faecium,PDS000059105.1,PDT000105904.2,PDT000105904_2
Enterococcus faecium,PDS000097976.1,PDT000929517.1,PDT000929517_1
Enterococcus faecium,PDS000059328.4,PDT000701376.1,PDT000701376_1
Enterococcus faecium,PDS000091898.2,PDT001076864.1,PDT001076864_1
Enterococcus faecium,PDS000059197.2,PDT000861144.1,PDT000861144_1
Enterococcus faecium,PDS000171904.1,PDT000698073.1,PDT000698073_1
Enterococcus faecium,PDS000059048.1,PDT000358182.2,PDT000358182_2
Enterococcus faecium,PDS000063004.1,PDT000741153.1,PDT000741153_1
Enterococcus faecium,PDS000188743.1,PDT002258207.1,PDT002258207_1
Enterococcus faecium,PDS000124914.1,PDT001494486.1,PDT001494486_1
Enterococcus faecium,PDS000154628.2,PDT001837801.1,PDT001837801_1
Enterococcus faecium,PDS000097979.1,PDT001162896.1,PDT001162896_1
Enterococcus faecium,PDS000059017.1,PDT000466537.2,PDT000466537_2
Enterococcus faecium,PDS000059150.10,PDT000726660.1,PDT000726660_1
Enterococcus faecium,PDS000187217.1,PDT002233228.1,PDT002233228_1
Enterococcus faecium,PDS000136314.3,PDT001659107.1,PDT001659107_1
Enterococcus faecium,PDS000059666.1,PDT000701994.1,PDT000701994_1
Enterococcus faecium,PDS000189634.1,PDT002270270.1,PDT002270270_1
Enterococcus faecium,PDS000117141.1,PDT001405382.1,PDT001405382_1
Enterococcus faecium,PDS000059016.1,PDT000466534.2,PDT000466534_2
Enterococcus faecium,PDS000059289.5,PDT000697890.1,PDT000697890_1
Enterococcus faecium,PDS000107745.5,PDT001283385.1,PDT001283385_1
Enterococcus faecium,PDS000171940.1,PDT000340051.2,PDT000340051_2
Enterococcus faecium,PDS000059625.1,PDT000701594.1,PDT000701594_1
Enterococcus faecium,PDS000098946.1,PDT001176673.1,PDT001176673_1
Enterococcus faecium,PDS000171986.1,PDT000698107.1,PDT000698107_1
Enterococcus faecium,PDS000110379.1,PDT000703511.1,PDT000703511_1
Enterococcus faecium,PDS000059240.2,PDT000695538.1,PDT000695538_1
Enterococcus faecium,PDS000105908.1,PDT001259109.1,PDT001259109_1
Enterococcus faecium,PDS000190811.1,PDT000735565.1,PDT000735565_1
Enterococcus faecium,PDS000171966.1,PDT001371619.1,PDT001371619_1
Enterococcus faecium,PDS000193320.1,PDT001132823.1,PDT001132823_1
Enterococcus faecium,PDS000110378.3,PDT001163049.1,PDT001163049_1
Enterococcus faecium,PDS000059416.2,PDT000697436.1,PDT000697436_1
Enterococcus faecium,PDS000059409.2,PDT000700868.1,PDT000700868_1
Enterococcus faecium,PDS000102070.1,PDT001213429.1,PDT001213429_1
Enterococcus faecium,PDS000171912.1,PDT000494489.1,PDT000494489_1
Enterococcus faecium,PDS000165612.1,PDT001894848.1,PDT001894848_1
Enterococcus faecium,PDS000059702.4,PDT001177286.1,PDT001177286_1
Enterococcus faecium,PDS000095130.2,PDT000761313.1,PDT000761313_1
Enterococcus faecium,PDS000171974.1,PDT000698336.1,PDT000698336_1
Enterococcus faecium,PDS000101336.1,PDT001195039.1,PDT001195039_1
Enterococcus faecium,PDS000180888.1,PDT002138987.1,PDT002138987_1
Enterococcus faecium,PDS000059632.1,PDT000697853.1,PDT000697853_1
Enterococcus faecium,PDS000059728.1,PDT000702269.1,PDT000702269_1
Enterococcus faecium,PDS000059102.2,PDT000860321.1,PDT000860321_1
Enterococcus faecium,PDS000097484.1,PDT000893103.1,PDT000893103_1
Enterococcus faecium,PDS000172026.1,PDT000976491.1,PDT000976491_1
Enterococcus faecium,PDS000095468.1,PDT001124962.1,PDT001124962_1
Enterococcus faecium,PDS000058930.6,PDT000923914.1,PDT000923914_1
Enterococcus faecium,PDS000179561.1,PDT002121192.1,PDT002121192_1
Enterococcus faecium,PDS000064266.1,PDT000763746.1,PDT000763746_1
Enterococcus faecium,PDS000171993.1,PDT001472737.1,PDT001472737_1
Enterococcus faecium,PDS000061356.4,PDT000924186.1,PDT000924186_1
Enterococcus faecium,PDS000170773.1,PDT001256663.1,PDT001256663_1
Enterococcus faecium,PDS000154623.1,PDT001838680.1,PDT001838680_1
Enterococcus faecium,PDS000097955.1,PDT001163032.1,PDT001163032_1
Enterococcus faecium,PDS000179562.1,PDT002121098.1,PDT002121098_1
Enterococcus faecium,PDS000101647.3,PDT002286354.1,PDT002286354_1
Enterococcus faecium,PDS000185084.1,PDT000172655.2,PDT000172655_2
Enterococcus faecium,PDS000076043.1,PDT000889204.1,PDT000889204_1
Enterococcus faecium,PDS000082442.1,PDT000976464.1,PDT000976464_1
Enterococcus faecium,PDS000179549.1,PDT002121117.1,PDT002121117_1
Enterococcus faecium,PDS000059294.1,PDT000698831.1,PDT000698831_1
Enterococcus faecium,PDS000059149.11,PDT000923864.1,PDT000923864_1
Enterococcus faecium,PDS000059460.1,PDT000700918.1,PDT000700918_1
Enterococcus faecium,PDS000181709.1,PDT001599572.1,PDT001599572_1
Enterococcus faecium,PDS000059590.1,PDT000701211.1,PDT000701211_1
Enterococcus faecium,PDS000102087.1,PDT001213895.1,PDT001213895_1
Enterococcus faecium,PDS000059385.2,PDT000694934.1,PDT000694934_1
Enterococcus faecium,PDS000115018.2,PDT001380619.1,PDT001380619_1
Enterococcus faecium,PDS000192911.1,PDT002319743.1,PDT002319743_1
Enterococcus faecium,PDS000059334.5,PDT000699926.1,PDT000699926_1
Enterococcus faecium,PDS000102078.1,PDT001213586.1,PDT001213586_1
Enterococcus faecium,PDS000059201.2,PDT000694037.1,PDT000694037_1
Enterococcus faecium,PDS000172731.1,PDT002068662.1,PDT002068662_1
Enterococcus faecium,PDS000059287.14,PDT001213834.1,PDT001213834_1
Enterococcus faecium,PDS000059690.1,PDT000702133.1,PDT000702133_1
Enterococcus faecium,PDS000180894.1,PDT002138902.1,PDT002138902_1
Enterococcus faecium,PDS000103857.3,PDT001235984.1,PDT001235984_1
Enterococcus faecium,PDS000179555.1,PDT002121040.1,PDT002121040_1
Enterococcus faecium,PDS000105703.2,PDT000742972.1,PDT000742972_1
Enterococcus faecium,PDS000059672.1,PDT000701430.1,PDT000701430_1
Enterococcus faecium,PDS000110250.1,PDT001317251.1,PDT001317251_1
Enterococcus faecium,PDS000188746.1,PDT002258747.1,PDT002258747_1
Enterococcus faecium,PDS000122163.1,PDT001473985.1,PDT001473985_1
Enterococcus faecium,PDS000113836.1,PDT001362761.1,PDT001362761_1
Enterococcus faecium,PDS000136316.2,PDT001659628.1,PDT001659628_1
Enterococcus faecium,PDS000097965.1,PDT001163134.1,PDT001163134_1
Enterococcus faecium,PDS000190847.2,PDT002287809.1,PDT002287809_1
Enterococcus faecium,PDS000171876.1,PDT000694002.1,PDT000694002_1
Enterococcus faecium,PDS000113806.3,PDT001361159.1,PDT001361159_1
Enterococcus faecium,PDS000162189.1,PDT001931349.1,PDT001931349_1
Enterococcus faecium,PDS000098957.2,PDT002257975.1,PDT002257975_1
Enterococcus faecium,PDS000059443.5,PDT000697483.1,PDT000697483_1
Enterococcus faecium,PDS000172053.1,PDT000703845.1,PDT000703845_1
Enterococcus faecium,PDS000059732.3,PDT000857525.1,PDT000857525_1
Enterococcus faecium,PDS000142352.1,PDT001695922.1,PDT001695922_1
Enterococcus faecium,PDS000059570.2,PDT000703388.1,PDT000703388_1
Enterococcus faecium,PDS000063015.2,PDT000741450.1,PDT000741450_1
Enterococcus faecium,PDS000169962.2,PDT002028232.1,PDT002028232_1
Enterococcus faecium,PDS000135161.1,PDT001590952.1,PDT001590952_1
Enterococcus faecium,PDS000061368.4,PDT000907141.1,PDT000907141_1
Enterococcus faecium,PDS000171971.1,PDT000698381.1,PDT000698381_1
Enterococcus faecium,PDS000078566.1,PDT000927871.1,PDT000927871_1
Enterococcus faecium,PDS000061353.11,PDT000466535.2,PDT000466535_2
Enterococcus faecium,PDS000099001.1,PDT001177104.1,PDT001177104_1
Enterococcus faecium,PDS000172730.1,PDT002068667.1,PDT002068667_1
Enterococcus faecium,PDS000189113.1,PDT002264571.1,PDT002264571_1
Enterococcus faecium,PDS000161393.1,PDT001913160.1,PDT001913160_1
Enterococcus faecium,PDS000059650.1,PDT000696984.1,PDT000696984_1
Enterococcus faecium,PDS000064265.1,PDT000763880.1,PDT000763880_1
Enterococcus faecium,PDS000059205.4,PDT001195075.1,PDT001195075_1
Enterococcus faecium,PDS000188735.1,PDT002257749.1,PDT002257749_1
Enterococcus faecium,PDS000162195.1,PDT001931331.1,PDT001931331_1
Enterococcus faecium,PDS000059700.3,PDT002258162.1,PDT002258162_1
Enterococcus faecium,PDS000172058.1,PDT000694194.1,PDT000694194_1
Enterococcus faecium,PDS000122164.1,PDT001474281.1,PDT001474281_1
Enterococcus faecium,PDS000171874.1,PDT000697891.1,PDT000697891_1
Enterococcus faecium,PDS000059007.2,PDT001695954.1,PDT001695954_1
Enterococcus faecium,PDS000171938.1,PDT000531860.2,PDT000531860_2
Enterococcus faecium,PDS000059413.2,PDT000701463.1,PDT000701463_1
Enterococcus faecium,PDS000059575.1,PDT000701685.1,PDT000701685_1
Enterococcus faecium,PDS000102084.1,PDT001213515.1,PDT001213515_1
Enterococcus faecium,PDS000059336.1,PDT000695743.1,PDT000695743_1
Enterococcus faecium,PDS000098970.1,PDT001176257.1,PDT001176257_1
Enterococcus faecium,PDS000059123.1,PDT000070385.2,PDT000070385_2
Enterococcus faecium,PDS000097974.2,PDT001162839.1,PDT001162839_1
Enterococcus faecium,PDS000102061.1,PDT001213284.1,PDT001213284_1
Enterococcus faecium,PDS000171967.1,PDT001494927.1,PDT001494927_1
Enterococcus faecium,PDS000127991.1,PDT001531772.1,PDT001531772_1
Enterococcus faecium,PDS000164993.1,PDT001967611.1,PDT001967611_1
Enterococcus faecium,PDS000084059.5,PDT001896479.1,PDT001896479_1
Enterococcus faecium,PDS000190804.2,PDT000996429.1,PDT000996429_1
Enterococcus faecium,PDS000105914.1,PDT001259037.1,PDT001259037_1
Enterococcus faecium,PDS000171961.1,PDT000698171.1,PDT000698171_1
Enterococcus faecium,PDS000059691.1,PDT000702430.1,PDT000702430_1
Enterococcus faecium,PDS000072952.3,PDT000923886.1,PDT000923886_1
Enterococcus faecium,PDS000063250.1,PDT000745228.1,PDT000745228_1
Enterococcus faecium,PDS000059447.1,PDT000697267.1,PDT000697267_1
Enterococcus faecium,PDS000190846.1,PDT001210719.1,PDT001210719_1
Enterococcus faecium,PDS000190806.1,PDT000704165.1,PDT000704165_1
Enterococcus faecium,PDS000063105.1,PDT000742132.1,PDT000742132_1
Enterococcus faecium,PDS000062991.5,PDT001473995.1,PDT001473995_1
Enterococcus faecium,PDS000059437.2,PDT000701597.1,PDT000701597_1
Enterococcus faecium,PDS000170778.1,PDT002040587.1,PDT002040587_1
Enterococcus faecium,PDS000063096.1,PDT000742378.1,PDT000742378_1
Enterococcus faecium,PDS000058969.17,PDT002267928.1,PDT002267928_1
Enterococcus faecium,PDS000161115.1,PDT001909071.1,PDT001909071_1
Enterococcus faecium,PDS000082445.3,PDT000696952.1,PDT000696952_1
Enterococcus faecium,PDS000059212.1,PDT000694283.1,PDT000694283_1
Enterococcus faecium,PDS000059090.13,PDT000695010.1,PDT000695010_1
Enterococcus faecium,PDS000155182.1,PDT000193849.2,PDT000193849_2
Enterococcus faecium,PDS000164065.1,PDT001952944.1,PDT001952944_1
Enterococcus faecium,PDS000188751.1,PDT002258357.1,PDT002258357_1
Enterococcus faecium,PDS000171800.1,PDT000879193.1,PDT000879193_1
Enterococcus faecium,PDS000135163.2,PDT002274152.1,PDT002274152_1
Enterococcus faecium,PDS000062992.1,PDT000741710.1,PDT000741710_1
Enterococcus faecium,PDS000059285.4,PDT000696668.1,PDT000696668_1
Enterococcus faecium,PDS000059638.1,PDT000698481.1,PDT000698481_1
Enterococcus faecium,PDS000190829.1,PDT002289722.1,PDT002289722_1
Enterococcus faecium,PDS000125136.1,PDT001500783.1,PDT001500783_1
Enterococcus faecium,PDS000171979.1,PDT000697424.1,PDT000697424_1
Enterococcus faecium,PDS000180890.1,PDT000866524.1,PDT000866524_1
Enterococcus faecium,PDS000098952.1,PDT001176911.1,PDT001176911_1
Enterococcus faecium,PDS000172005.1,PDT000976392.1,PDT000976392_1
Enterococcus faecium,PDS000059585.1,PDT000698380.1,PDT000698380_1
Enterococcus faecium,PDS000059076.1,PDT000236739.2,PDT000236739_2
Enterococcus faecium,PDS000162192.1,PDT001931337.1,PDT001931337_1
Enterococcus faecium,PDS000188715.1,PDT002258495.1,PDT002258495_1
Enterococcus faecium,PDS000073560.1,PDT000860691.1,PDT000860691_1
Enterococcus faecium,PDS000059751.1,PDT000697558.1,PDT000697558_1
Enterococcus faecium,PDS000171936.1,PDT000088337.2,PDT000088337_2
Enterococcus faecium,PDS000059313.6,PDT000699975.1,PDT000699975_1
Enterococcus faecium,PDS000059740.1,PDT000701275.1,PDT000701275_1
Enterococcus faecium,PDS000105910.1,PDT001259156.1,PDT001259156_1
Enterococcus faecium,PDS000159759.2,PDT002035376.1,PDT002035376_1
Enterococcus faecium,PDS000152941.1,PDT001813760.1,PDT001813760_1
Enterococcus faecium,PDS000102081.1,PDT001213316.1,PDT001213316_1
Enterococcus faecium,PDS000079738.1,PDT000942769.1,PDT000942769_1
Enterococcus faecium,PDS000084600.4,PDT001005872.1,PDT001005872_1
Enterococcus faecium,PDS000107747.1,PDT001283349.1,PDT001283349_1
Enterococcus faecium,PDS000179552.1,PDT002121131.1,PDT002121131_1
Enterococcus faecium,PDS000059074.1,PDT000246890.2,PDT000246890_2
Enterococcus faecium,PDS000059709.1,PDT000705315.1,PDT000705315_1
Enterococcus faecium,PDS000059683.4,PDT000695586.1,PDT000695586_1
Enterococcus faecium,PDS000063014.1,PDT000741293.1,PDT000741293_1
Enterococcus faecium,PDS000109306.2,PDT000741090.1,PDT000741090_1
Enterococcus faecium,PDS000171973.1,PDT000702299.1,PDT000702299_1
Enterococcus faecium,PDS000100075.5,PDT000702045.1,PDT000702045_1
Enterococcus faecium,PDS000183292.1,PDT002174464.1,PDT002174464_1
Enterococcus faecium,PDS000113809.1,PDT001361195.1,PDT001361195_1
Enterococcus faecium,PDS000059744.1,PDT000702179.1,PDT000702179_1
Enterococcus faecium,PDS000105923.1,PDT001259007.1,PDT001259007_1
Enterococcus faecium,PDS000171914.1,PDT000697988.1,PDT000697988_1
Enterococcus faecium,PDS000180886.1,PDT002138985.1,PDT002138985_1
Enterococcus faecium,PDS000059630.1,PDT000696814.1,PDT000696814_1
Enterococcus faecium,PDS000059059.3,PDT000697623.1,PDT000697623_1
Enterococcus faecium,PDS000059222.7,PDT000820351.1,PDT000820351_1
Enterococcus faecium,PDS000115019.1,PDT001380597.1,PDT001380597_1
Enterococcus faecium,PDS000155055.2,PDT001844672.1,PDT001844672_1
Enterococcus faecium,PDS000137445.1,PDT001637931.1,PDT001637931_1
Enterococcus faecium,PDS000122057.1,PDT000729689.1,PDT000729689_1
Enterococcus faecium,PDS000172568.1,PDT001637967.1,PDT001637967_1
Enterococcus faecium,PDS000059148.10,PDT000913106.1,PDT000913106_1
Enterococcus faecium,PDS000172000.1,PDT001235865.1,PDT001235865_1
Enterococcus faecium,PDS000095131.2,PDT001636410.1,PDT001636410_1
Enterococcus faecium,PDS000098960.2,PDT002259044.1,PDT002259044_1
Enterococcus faecium,PDS000122060.1,PDT001472290.1,PDT001472290_1
Enterococcus faecium,PDS000090679.1,PDT001049266.1,PDT001049266_1
Enterococcus faecium,PDS000061380.3,PDT000929389.1,PDT000929389_1
Enterococcus faecium,PDS000102057.1,PDT000695094.1,PDT000695094_1
Enterococcus faecium,PDS000059600.1,PDT000694663.1,PDT000694663_1
Enterococcus faecium,PDS000097982.13,PDT001162895.1,PDT001162895_1
Enterococcus faecium,PDS000172037.1,PDT000741691.1,PDT000741691_1
Enterococcus faecium,PDS000171937.1,PDT000860697.1,PDT000860697_1
Enterococcus faecium,PDS000062995.22,PDT000742144.1,PDT000742144_1
Enterococcus faecium,PDS000070239.3,PDT000820195.1,PDT000820195_1
Enterococcus faecium,PDS000061371.4,PDT000907211.1,PDT000907211_1
Enterococcus faecium,PDS000059049.1,PDT000358179.2,PDT000358179_2
Enterococcus faecium,PDS000059272.17,PDT000699454.1,PDT000699454_1
Enterococcus faecium,PDS000172002.5,PDT000667470.2,PDT000667470_2
Enterococcus faecium,PDS000179544.1,PDT000742037.1,PDT000742037_1
Enterococcus faecium,PDS000122043.1,PDT001472398.1,PDT001472398_1
Enterococcus faecium,PDS000059689.1,PDT000702286.1,PDT000702286_1
Enterococcus faecium,PDS000059104.2,PDT000703878.1,PDT000703878_1
Enterococcus faecium,PDS000137292.1,PDT001636403.1,PDT001636403_1
Enterococcus faecium,PDS000102076.1,PDT001213886.1,PDT001213886_1
Enterococcus faecium,PDS000122165.1,PDT000704566.1,PDT000704566_1
Enterococcus faecium,PDS000190823.1,PDT002290481.1,PDT002290481_1
Enterococcus faecium,PDS000100062.1,PDT001189432.1,PDT001189432_1
Enterococcus faecium,PDS000059548.2,PDT000743102.1,PDT000743102_1
Enterococcus faecium,PDS000063136.14,PDT001914246.1,PDT001914246_1
Enterococcus faecium,PDS000059706.3,PDT002258008.1,PDT002258008_1
Enterococcus faecium,PDS000078563.1,PDT000927834.1,PDT000927834_1
Enterococcus faecium,PDS000059716.9,PDT000697683.1,PDT000697683_1
Enterococcus faecium,PDS000199043.1,PDT002387534.1,PDT002387534_1
Enterococcus faecium,PDS000171879.1,PDT002016188.1,PDT002016188_1
Enterococcus faecium,PDS000102578.1,PDT001163024.1,PDT001163024_1
Enterococcus faecium,PDS000171968.1,PDT001472655.1,PDT001472655_1
Enterococcus faecium,PDS000157935.1,PDT001874495.1,PDT001874495_1
Enterococcus faecium,PDS000100060.1,PDT001195067.1,PDT001195067_1
Enterococcus faecium,PDS000059083.1,PDT000210416.2,PDT000210416_2
Enterococcus faecium,PDS000083171.1,PDT000976598.2,PDT000976598_2
Enterococcus faecium,PDS000154353.1,PDT001831621.1,PDT001831621_1
Enterococcus faecium,PDS000171951.1,PDT000694094.1,PDT000694094_1
Enterococcus faecium,PDS000059323.12,PDT000700279.1,PDT000700279_1
Enterococcus faecium,PDS000058964.4,PDT000913056.1,PDT000913056_1
Enterococcus faecium,PDS000059641.2,PDT000698220.1,PDT000698220_1
Enterococcus faecium,PDS000059737.4,PDT001189623.1,PDT001189623_1
Enterococcus faecium,PDS000073551.1,PDT000691177.1,PDT000691177_1
Enterococcus faecium,PDS000061364.19,PDT000929504.1,PDT000929504_1
Enterococcus faecium,PDS000110839.1,PDT001324135.1,PDT001324135_1
Enterococcus faecium,PDS000084055.9,PDT001380616.1,PDT001380616_1
Enterococcus faecium,PDS000059129.1,PDT000679977.2,PDT000679977_2
Enterococcus faecium,PDS000190844.1,PDT001077198.1,PDT001077198_1
Enterococcus faecium,PDS000100077.2,PDT000193952.2,PDT000193952_2
Enterococcus faecium,PDS000059480.1,PDT000700909.1,PDT000700909_1
Enterococcus faecium,PDS000172729.1,PDT002067861.1,PDT002067861_1
Enterococcus faecium,PDS000171996.1,PDT002019112.1,PDT002019112_1
Enterococcus faecium,PDS000190808.1,PDT001843392.1,PDT001843392_1
Enterococcus faecium,PDS000059573.1,PDT000702110.1,PDT000702110_1
Enterococcus faecium,PDS000111707.1,PDT001337287.1,PDT001337287_1
Enterococcus faecium,PDS000183464.1,PDT002178558.1,PDT002178558_1
Enterococcus faecium,PDS000171918.1,PDT000088318.2,PDT000088318_2
Enterococcus faecium,PDS000059037.5,PDT000697632.1,PDT000697632_1
