target_acc,asm_acc
PDT001297028.1,GCA_023146955.1
PDT001090994.1,GCA_019249475.1
PDT001462473.1,GCA_025754925.1
PDT000714396.1,GCA_011742305.1
PDT000567283.1,GCA_007995495.1
PDT000022644.2,GCA_000364385.3
PDT001289264.1,GCA_023030565.1
PDT001244388.1,
PDT001243209.1,GCA_022163345.1
PDT001244829.1,GCA_022106595.1
PDT001289628.1,GCA_023025245.1
PDT001324122.1,GCA_023671665.1
PDT001317281.1,GCA_023588625.1
PDT001288846.1,
PDT001261256.1,GCA_022499245.1
PDT001261243.1,GCA_022499665.1
PDT001359254.1,GCA_024236735.1
PDT001347515.1,GCA_023979585.1
PDT002279521.1,GCA_040982895.1
PDT001468639.1,GCA_025884575.1
PDT001469302.1,GCA_025890635.1
PDT001512555.1,GCA_026626285.1
PDT002058705.1,GCA_035829695.1
PDT001716423.1,GCA_029913565.1
PDT002095328.1,GCA_036937545.1
PDT001923293.1,GCA_032635885.1
PDT001844583.1,GCA_030677565.1
PDT001866016.1,GCA_030912995.1
PDT002104166.1,GCA_037076025.1
PDT001991587.1,GCA_033799305.1
PDT001953302.1,GCA_033037235.1
PDT002042019.1,GCA_034731375.1
PDT002043041.1,GCA_034743155.1
PDT002042174.1,GCA_034735335.1
PDT002042027.1,GCA_034731535.1
PDT002108088.1,GCA_037082665.1
PDT002245032.1,GCA_040564195.1
PDT002379360.1,GCA_041900645.1
PDT002386152.1,GCA_041937495.1
PDT000897945.3,GCA_022037695.3
PDT002160472.1,GCA_039606395.1
PDT002179503.1,
PDT001198542.1,
PDT001003369.1,GCA_021983455.1
PDT000668789.1,GCA_022204625.1
PDT000137752.2,
PDT000155080.1,GCA_900084505.1
PDT001703076.1,GCA_031066045.1
PDT001198216.1,GCA_021875035.1
PDT001481603.1,GCA_026005775.1
PDT002383600.1,
PDT001244793.1,GCA_022120865.1
PDT000370549.1,GCA_900507025.1
PDT000369207.1,GCA_900510535.1
PDT001551552.1,GCA_027908415.1
PDT000441034.1,GCA_022246185.1
PDT000425278.1,
PDT001192954.1,
PDT000198704.1,GCA_900173295.1
PDT000749260.1,
PDT000354552.1,GCA_900493145.1
PDT001198626.1,
PDT000442293.1,
PDT001124946.1,GCA_019877625.1
PDT000541827.1,
PDT000541817.1,
PDT000442228.1,GCA_022236665.1
PDT000318257.1,GCA_900407205.1
PDT001092028.1,
PDT001091828.1,
PDT000614547.1,
PDT000615125.1,
PDT000614104.1,
PDT000613698.1,
PDT000613919.1,
PDT000361073.1,GCA_900498725.1
PDT000595212.1,GCA_900559915.1
PDT001192862.1,
PDT001193759.1,
PDT001194300.1,
PDT001194171.1,
PDT000920521.1,
PDT000535682.1,GCA_022327885.1
PDT001777388.1,
PDT000944379.1,
PDT000636104.1,GCA_022209885.1
PDT001216753.1,
PDT000715686.1,
PDT001548815.1,
PDT001898437.1,
PDT001013813.1,GCA_021971455.1
PDT000733603.1,GCA_902827215.1
PDT001364122.1,
PDT001266255.1,
PDT001266430.1,
PDT001266714.1,
PDT001267313.1,
PDT002383472.1,GCA_041926855.1
PDT001011304.1,GCA_021978435.1
PDT001011310.1,GCA_021978275.1
PDT001199151.1,
PDT001905019.1,GCA_032072385.1
PDT001206103.1,
PDT001371809.1,
PDT001283093.1,GCA_022864555.1
PDT001369647.1,
PDT001373075.1,GCA_024488645.1
PDT001489069.1,
PDT001412306.1,GCA_024998275.1
PDT001412302.1,GCA_024998185.1
PDT001736355.1,GCA_949552655.1
PDT001268222.1,
PDT001585473.1,GCA_028092235.1
PDT002383644.1,
PDT002128402.1,
PDT002306273.1,
PDT001912038.2,GCA_032292125.2
PDT001398030.1,GCA_024866725.1
PDT001726357.3,GCA_031035995.2
PDT000217052.1,GCA_002181485.1
PDT000152031.2,GCA_022308635.1
PDT001667688.1,GCA_029408375.1
PDT002120373.1,GCA_037493415.1
PDT001151313.1,GCA_020479345.1
PDT001162579.1,GCA_020589935.1
PDT000874904.1,GCA_022084745.1
PDT000434469.1,GCA_022270195.1
PDT001087229.1,
PDT000604079.1,GCA_008867735.1
PDT001884775.1,
PDT001411314.1,GCA_025101045.1
PDT000785612.1,GCA_022171885.1
PDT000929079.1,GCA_016527055.1
PDT000929081.1,GCA_016527085.1
PDT000881291.1,
PDT000708256.1,GCA_011077425.1
PDT000870098.1,
PDT001151341.1,GCA_020480695.1
PDT000849197.1,
PDT000645457.2,GCA_009746245.1
PDT000871297.1,GCA_022125145.1
PDT001328782.1,GCA_023704015.1
PDT000906247.1,
PDT001960983.1,GCA_033105745.1
PDT000822675.1,GCA_014286595.1
PDT000892791.5,GCA_022042795.4
PDT001287227.1,
PDT000630394.1,GCA_022212005.1
PDT002230714.1,GCA_040292845.1
PDT001101056.1,GCA_019433955.1
PDT001672808.1,
PDT001512458.1,GCA_026614455.1
PDT000631073.1,GCA_902649855.1
PDT001211169.1,GCA_021262785.1
PDT001243918.1,GCA_022100415.1
PDT001244716.1,GCA_022115395.1
PDT001227316.1,GCA_021806895.1
PDT000216065.1,GCA_002167145.1
PDT000674860.1,
PDT001244244.1,
PDT001469207.1,GCA_025891335.1
PDT001323814.1,GCA_023680695.1
PDT001647133.1,GCA_028863265.1
PDT001002025.1,GCA_017810215.1
PDT001325579.1,GCA_023830375.1
PDT001858199.1,GCA_030845455.1
PDT001618924.1,GCA_028681925.1
PDT001336654.1,GCA_023742595.1
PDT001347532.1,GCA_023979285.1
PDT001488482.1,GCA_026198975.1
PDT001049083.1,GCA_021940735.1
PDT001593026.1,
PDT002053233.1,
PDT001167488.1,GCA_021899955.1
PDT001655954.1,GCA_029087645.1
PDT002045084.1,GCA_035008305.1
PDT001661788.1,GCA_029216855.1
PDT001782301.2,GCA_030283325.1
PDT001807308.1,GCA_030383205.1
PDT001807302.1,GCA_030382745.1
PDT001923222.1,GCA_032637265.1
PDT002098680.1,GCA_036992805.1
PDT002292088.1,GCA_041039445.1
PDT002159352.1,GCA_039575225.1
PDT002113451.1,GCA_037165965.1
PDT002042255.1,GCA_034736975.1
PDT002019304.1,GCA_034224405.1
PDT002191103.1,
PDT001903324.1,GCA_032045215.1
PDT002369446.1,GCA_041860235.1
PDT001092036.1,GCA_021922805.1
PDT002160741.1,GCA_039612035.1
PDT002178522.1,GCA_039848435.1
PDT002160605.1,GCA_039609295.1
PDT001557762.1,
PDT002255635.1,
PDT002250986.1,GCA_040688985.1
PDT002245667.1,
PDT002334982.1,GCA_041420485.1
PDT002091401.1,
PDT000313837.1,GCA_003115415.1
PDT000650101.1,GCA_022208185.1
PDT000176164.2,GCA_022305935.1
PDT000537677.1,GCA_022320525.1
PDT000873993.1,
PDT000443198.1,
PDT001198367.1,GCA_021872115.1
PDT001198388.1,GCA_021873215.1
PDT001370251.1,GCA_024452785.1
PDT001481670.1,GCA_026007115.1
PDT001370243.1,GCA_024452845.1
PDT001905319.1,GCA_032131115.1
PDT001092387.1,GCA_021917555.1
PDT001243957.1,GCA_022156245.1
PDT000369491.2,GCA_900512135.2
PDT000437941.1,
PDT001020116.1,GCA_021959685.1
PDT000761818.1,
PDT000452273.1,
PDT001092093.1,GCA_021921665.1
PDT002281231.1,
PDT000613896.1,
PDT000613983.1,
PDT000614001.1,
PDT000706672.1,GCA_022200845.1
PDT001193926.1,
PDT001193010.1,
PDT001192460.1,
PDT000884250.1,
PDT001192263.1,
PDT000887020.1,
PDT000892143.1,
PDT000749146.1,
PDT000944221.1,
PDT001274133.1,
PDT001548868.1,
PDT001548987.1,
PDT001586508.1,
PDT001468961.1,
PDT001094924.1,GCA_021908115.1
PDT001217282.1,
PDT001209809.1,
PDT001209718.1,
PDT001265546.1,
PDT001266494.1,
PDT001266174.1,
PDT001011578.1,GCA_021974975.1
PDT001903042.1,
PDT002373723.1,GCA_041861825.1
PDT000131443.1,GCA_900085515.1
PDT001208164.1,GCA_021863635.1
PDT001360451.1,GCA_926284265.1
PDT001307793.1,GCA_023408835.1
PDT001610690.1,GCA_028560495.1
PDT001347389.1,GCA_023981415.1
PDT001955792.1,
PDT002356414.1,
PDT001194866.1,
PDT001504976.1,GCA_026529015.1
PDT001676455.1,GCA_029521575.1
PDT001592177.1,GCA_947661985.1
PDT001594198.1,GCA_947663385.1
PDT001592181.1,GCA_947662725.1
PDT001594177.1,GCA_947663275.1
PDT001861527.1,GCA_956478785.1
PDT001923805.1,
PDT001257828.1,GCA_022471935.1
PDT001823740.2,GCA_031014805.2
PDT002067519.1,GCA_036473045.1
PDT000675567.1,
PDT000898452.3,GCA_022035085.3
PDT001649037.2,GCA_028898345.2
PDT001726284.3,GCA_031036715.2
PDT002131514.1,GCA_037976805.1
PDT000893564.3,GCA_022039955.3
PDT001170259.1,
PDT000218118.4,
PDT002117043.2,
PDT001256133.1,GCA_022431085.1
PDT001256048.1,GCA_022430025.1
PDT001256076.1,GCA_022431685.1
PDT001308103.1,GCA_023367555.1
PDT000876009.1,GCA_022064685.1
PDT000876355.1,GCA_022058265.1
PDT000875015.1,GCA_022082535.1
PDT000906367.1,GCA_022032015.1
PDT000431350.1,GCA_022286735.1
PDT000615771.1,
PDT000589784.1,
PDT001087465.1,GCA_021931035.1
PDT001087281.1,GCA_021934475.1
PDT001087380.1,GCA_021932635.1
PDT001010158.1,GCA_018109015.1
PDT002247773.1,GCA_040580865.1
PDT002335126.1,GCA_041423675.1
PDT000627382.1,GCA_009647835.1
PDT001411426.1,GCA_025108785.1
PDT000870609.1,GCA_022138245.1
PDT000933606.1,GCA_016643845.1
PDT000881161.1,GCA_022053685.1
PDT001020003.1,GCA_021962155.1
PDT000849104.1,GCA_022169405.1
PDT001003007.1,GCA_017846505.1
PDT000907925.1,
PDT001044165.1,GCA_018423865.1
PDT000822692.1,GCA_014286965.1
PDT002208217.1,GCA_040195875.1
PDT001816652.1,GCA_030442755.1
PDT001162591.1,GCA_020592335.1
PDT001128540.2,GCA_019930385.1
PDT001672852.1,GCA_029493095.1
PDT001259417.1,GCA_022534475.1
PDT001259884.1,GCA_022530425.1
PDT001808855.1,GCA_030387945.1
PDT001244190.1,GCA_022144885.1
PDT001243746.1,GCA_022153265.1
PDT001744212.2,GCA_031044675.2
PDT001286565.1,GCA_022985905.1
PDT002031595.1,GCA_034392955.1
PDT000932841.1,GCA_016616045.1
PDT002098846.1,GCA_037005665.1
PDT001197003.1,GCA_021878335.1
PDT000995380.1,
PDT002053279.1,
PDT002053108.1,
PDT002096680.2,GCA_036949705.1
PDT001954133.1,GCA_033093105.1
PDT001807262.1,GCA_030380505.1
PDT002335212.1,GCA_041425635.1
PDT001837823.1,GCA_031011105.1
PDT001942102.1,GCA_032742535.1
PDT002333253.1,GCA_041401785.1
PDT002041777.1,GCA_034726755.1
PDT002043027.1,GCA_034742875.1
PDT002043045.1,GCA_034743255.1
PDT002042320.1,GCA_034738275.1
PDT002039648.1,GCA_034556015.1
PDT002383499.1,GCA_041927125.1
PDT001092311.1,GCA_021918605.1
PDT002383238.1,GCA_041926145.1
PDT001092331.1,GCA_021918285.1
PDT002178481.1,GCA_039847595.1
PDT002160545.1,GCA_039608095.1
PDT002178496.1,GCA_039847925.1
PDT002178461.1,GCA_039847165.1
PDT002160668.1,GCA_039610555.1
PDT002208377.1,GCA_040199335.1
PDT002255780.1,
PDT002302086.1,GCA_041077715.1
PDT002334973.1,GCA_041420295.1
PDT000883277.1,GCA_022048625.1
PDT002334389.1,GCA_041419695.1
PDT002376856.1,
PDT002091453.1,
PDT000650068.1,
PDT000650082.1,
PDT000442456.1,
PDT001198360.1,GCA_021872175.1
PDT001481642.1,GCA_026006555.1
PDT001481671.1,GCA_026007135.1
PDT000369298.1,GCA_900512585.1
PDT000370630.1,GCA_900508195.1
PDT000369204.1,GCA_900510485.1
PDT000369387.1,GCA_900514905.1
PDT001132726.1,GCA_019990745.1
PDT000441009.1,GCA_022246665.1
PDT000425361.1,
PDT000536407.1,
PDT000662676.1,GCA_902704015.1
PDT001092358.1,
PDT000798710.1,
PDT000921058.1,GCA_022030775.1
PDT000613711.1,
PDT000614656.1,
PDT000613464.1,
PDT000746246.1,
PDT000885046.1,
PDT001194061.1,
PDT001192082.1,
PDT001491429.1,
PDT000886741.1,
PDT000886483.1,
PDT001558734.1,
PDT000887480.1,
PDT000276174.1,GCA_002853955.1
PDT000892161.1,
PDT000944275.1,
PDT000675312.1,
PDT000716567.1,GCA_022186285.1
PDT000716619.1,
PDT000716634.1,
PDT000715850.1,GCA_022186865.1
PDT001273590.1,
PDT001548785.1,
PDT002278862.1,
PDT001265585.1,
PDT001266663.1,
PDT000136172.2,GCA_022315435.1
PDT001188753.1,
PDT001580457.1,GCA_027950145.1
PDT001094179.1,
PDT002270789.1,
PDT001137126.1,GCA_020121155.1
PDT001902943.1,
PDT001902804.1,GCA_032156145.1
PDT001903236.1,
PDT002373711.1,GCA_041861705.1
PDT001468529.1,
PDT002314403.1,
PDT001558694.1,
PDT001469164.1,GCA_025889215.1
PDT001494991.1,GCA_026318205.1
PDT001610693.1,GCA_028560815.1
PDT001769508.1,GCA_947575075.1
PDT002032726.1,GCA_034431415.1
PDT001592158.1,GCA_947660605.1
PDT001873472.1,GCA_031175855.1
PDT000043843.1,GCA_000775955.1
PDT002305110.1,
PDT002072465.1,GCA_036412935.1
PDT001744187.2,GCA_031045155.2
PDT000077414.3,GCA_022316825.1
PDT002049303.1,GCA_035384705.1
PDT002089244.1,GCA_036887785.1
PDT000580681.1,GCA_008245285.1
PDT001911252.1,GCA_032285865.1
PDT000380978.1,GCA_003571585.1
PDT000143923.5,
PDT002029538.1,GCA_034402155.1
PDT000875656.1,
PDT000874717.1,GCA_022087985.1
PDT000874915.1,GCA_022084495.1
PDT000875228.1,
PDT000948111.1,GCA_016797345.1
PDT000615512.1,
PDT000615385.1,
PDT000536661.1,GCA_022322985.1
PDT002245134.1,GCA_040567335.1
PDT000903541.1,GCA_015718365.1
PDT000752581.2,GCA_013187315.1
PDT001864136.1,GCA_956480195.1
PDT001151235.1,GCA_020477525.1
PDT001288274.1,GCA_023041615.1
PDT000797581.1,GCA_013603225.1
PDT000294449.1,GCA_002992025.1
PDT001110122.1,GCA_021907175.1
PDT001044166.1,GCA_018423905.1
PDT000820937.1,GCA_014282485.1
PDT001019619.1,GCA_021969475.1
PDT000903668.1,GCA_015720905.1
PDT001726440.3,GCA_031043955.2
PDT000441736.1,
PDT000615558.1,
PDT001258917.1,GCA_022438045.1
PDT001304764.4,
PDT001025170.1,GCA_021949815.1
PDT001267509.1,
PDT002200712.1,GCA_040145065.1
PDT001147132.1,GCA_020292765.1
PDT000785522.1,GCA_022173305.1
PDT001512471.1,GCA_026615355.1
PDT001260406.1,
PDT001282360.2,GCA_022849925.1
PDT001222940.1,GCA_021455595.1
PDT001251466.1,GCA_022325035.1
PDT001244004.1,GCA_022155905.1
PDT001228176.1,GCA_021530545.1
PDT002017368.1,GCA_034081545.1
PDT001347397.1,GCA_023961385.1
PDT001558309.1,GCA_027611225.1
PDT001336683.1,GCA_023743175.1
PDT000619039.1,
PDT000675402.1,
PDT001893996.1,GCA_031800955.1
PDT001661809.1,GCA_029214525.1
PDT002160515.1,GCA_039607515.1
PDT001849277.1,GCA_030711195.1
PDT001844569.1,GCA_030677315.1
PDT002115590.1,GCA_037202185.1
PDT002086306.1,GCA_036859455.1
PDT002100122.1,GCA_037031185.1
PDT001411367.1,GCA_025107745.1
PDT002371006.1,GCA_041860855.1
PDT002363728.1,GCA_041735785.1
PDT001092378.1,GCA_021917705.1
PDT002376967.1,GCA_041869865.1
PDT002383483.1,GCA_041926965.1
PDT002160634.1,GCA_039609875.1
PDT002178497.1,GCA_039847945.1
PDT002178464.1,GCA_039847235.1
PDT002178515.1,GCA_039848295.1
PDT002178494.1,GCA_039847885.1
PDT002178465.1,GCA_039847205.1
PDT002178509.1,GCA_039848185.1
PDT002160572.1,GCA_039608635.1
PDT002160467.1,GCA_039606265.1
PDT002208392.1,GCA_040199635.1
PDT002208427.1,GCA_040200355.1
PDT002334311.1,GCA_041418135.1
PDT000131510.1,GCA_900085545.1
PDT000131536.1,GCA_900086505.1
PDT001370258.1,GCA_024457215.1
PDT001370191.1,GCA_024453665.1
PDT000369083.1,GCA_900511155.1
PDT000370478.1,GCA_900506355.1
PDT000370440.1,GCA_900505425.1
PDT000618047.1,
PDT000663235.1,GCA_902157125.1
PDT000140986.1,GCA_900093115.1
PDT000537767.1,GCA_022320425.1
PDT000438253.1,
PDT000425202.1,
PDT000423617.1,
PDT000423595.1,
PDT000536556.1,
PDT000541894.1,
PDT000761820.1,
PDT000440758.1,GCA_022227165.1
PDT000438577.1,
PDT000438426.1,GCA_022254835.1
PDT000613652.1,
PDT000708357.1,
PDT000614312.1,
PDT000613554.1,
PDT000614756.1,
PDT000361082.1,GCA_900498795.1
PDT001194172.1,
PDT001739643.2,GCA_031047355.2
PDT000489719.1,GCA_900774795.1
PDT001273692.1,
PDT000662921.1,GCA_902508015.1
PDT000675455.1,
PDT001586642.1,
PDT001265875.1,
PDT001265710.1,
PDT001268261.1,
PDT001196546.1,GCA_021879915.1
PDT001197715.1,GCA_021876075.1
PDT001903398.1,
PDT001904923.1,GCA_032077225.1
PDT000933608.1,GCA_016643885.1
PDT001206182.1,
PDT001558979.1,
PDT001227235.1,GCA_021809145.1
PDT001956321.1,
PDT001467813.1,GCA_025880605.1
PDT000716653.1,
PDT001493159.1,GCA_026355915.1
PDT001592220.1,GCA_947663355.1
PDT001594181.1,GCA_947662115.1
PDT001594158.1,GCA_947663105.1
PDT001306216.1,GCA_023343595.1
PDT000193359.2,GCA_022300635.1
PDT001927694.1,GCA_032596715.1
PDT001744225.2,GCA_031044435.2
PDT001398028.1,GCA_024867105.1
PDT001947746.1,GCA_032849345.1
PDT001953047.2,GCA_033028905.2
PDT001941329.2,GCA_032761035.2
PDT001854275.1,GCA_031008985.1
PDT002054109.1,GCA_035889855.1
PDT001233322.3,GCA_021773535.3
PDT001599855.1,GCA_028395685.1
PDT000433202.1,GCA_022273355.1
PDT000433190.1,GCA_022273575.1
PDT002029843.1,GCA_034361505.1
PDT001147175.1,GCA_020293945.1
PDT000876151.1,GCA_022062225.1
PDT000875393.1,GCA_022076745.1
PDT000874957.1,GCA_022083795.1
PDT000874576.1,GCA_022089675.1
PDT000206613.1,GCA_002115625.1
PDT000672335.1,GCA_022204545.1
PDT000590065.1,
PDT000615448.1,
PDT000536679.1,GCA_022322765.1
PDT000903627.1,GCA_015720095.1
PDT002017073.1,GCA_034193665.1
PDT002017061.1,GCA_034156365.1
PDT000932929.1,GCA_016634985.1
PDT000933565.1,GCA_016635825.1
PDT001087217.1,GCA_021935715.1
PDT001097520.1,GCA_022010935.1
PDT001087470.1,GCA_021930895.1
PDT000663083.1,GCA_009822365.1
PDT000592352.1,GCA_008630085.1
PDT002152198.1,GCA_038929555.1
PDT000715325.1,GCA_022191325.1
PDT001411006.1,GCA_025078155.1
PDT000537963.1,GCA_022331525.1
PDT001840336.1,GCA_030644545.1
PDT001580319.1,GCA_027949925.1
PDT000668960.1,GCA_009907295.1
PDT000852627.1,GCA_014837975.1
PDT001020446.1,GCA_021953145.1
PDT000945160.2,GCA_016762615.1
PDT002084476.1,
PDT000992680.1,GCA_017594775.1
PDT001378239.1,GCA_024517465.1
PDT001288099.1,GCA_023043995.1
PDT001044042.1,GCA_021942045.1
PDT001816696.1,GCA_030443635.1
PDT001141158.1,GCA_020178015.1
PDT001776349.1,GCA_031033445.1
PDT001147232.1,GCA_020295085.1
PDT001147200.1,GCA_020294445.1
PDT001197024.1,GCA_021877935.1
PDT001245323.1,GCA_022114195.1
PDT001288957.1,
PDT000536658.1,GCA_022323065.1
PDT001201753.1,GCA_021137855.1
PDT001259517.1,GCA_022533425.1
PDT001289221.1,GCA_023033055.1
PDT001289214.1,GCA_023033195.1
PDT000875978.1,GCA_022065125.1
PDT001244753.1,GCA_022118615.1
PDT000364547.1,GCA_003401365.1
PDT001289705.1,GCA_023023385.1
PDT001296781.2,GCA_023207755.2
PDT001261209.1,
PDT001277595.1,GCA_022748895.1
PDT002031780.1,GCA_034396655.1
PDT002031569.1,GCA_034392435.1
PDT001324899.1,GCA_023656505.1
PDT001049116.1,GCA_021939715.1
PDT001593253.1,
PDT001677000.1,
PDT000496046.1,GCA_004833425.1
PDT002371037.1,GCA_041861165.1
PDT001940566.1,GCA_032738635.1
PDT000858340.1,
PDT001758452.1,GCA_030067375.1
PDT001744130.2,GCA_031046255.2
PDT002094547.1,GCA_036912285.1
PDT001807260.1,GCA_030380305.1
PDT000886374.2,
PDT001982217.1,GCA_033548025.1
PDT002208478.1,GCA_040201375.1
PDT002094534.1,GCA_036908975.1
PDT002042401.1,GCA_034739915.1
PDT002042062.1,GCA_034732485.1
PDT002041801.1,GCA_034727255.1
PDT002086220.1,GCA_036856825.1
PDT002127266.1,GCA_037630765.1
PDT002383467.1,GCA_041926805.1
PDT002178328.1,GCA_039844195.1
PDT002160591.1,GCA_039609015.1
PDT001991616.1,GCA_033799885.1
PDT002178517.1,GCA_039848335.1
PDT002160508.1,GCA_039607355.1
PDT002255701.1,
PDT002283639.1,GCA_041020095.1
PDT002266182.1,GCA_040838685.1
PDT000431862.1,GCA_022283405.1
PDT000986964.1,GCA_022002445.1
PDT000471482.1,GCA_004312305.1
PDT000874297.1,
PDT000874465.2,
PDT000921133.1,GCA_022028775.1
PDT000442201.1,
PDT001370193.1,GCA_024453525.1
PDT000369233.1,GCA_900510645.1
PDT000370020.1,GCA_900501625.1
PDT000370346.1,GCA_900506005.1
PDT000369062.1,GCA_900510915.1
PDT000441049.1,GCA_022245855.1
PDT000425162.1,
PDT000745569.1,
PDT000442292.1,GCA_022235445.1
PDT000451874.1,
PDT001198688.1,
PDT001092423.1,GCA_021917195.1
PDT001091874.1,GCA_021925745.1
PDT000613582.1,
PDT000614092.1,
PDT000614485.1,
PDT001010400.1,GCA_021980375.1
PDT000745849.1,
PDT000883744.1,
PDT001192942.1,
PDT000873266.1,
PDT000883743.1,
PDT001192079.1,
PDT001192231.1,
PDT000920436.1,
PDT000920455.1,
PDT000675079.1,
PDT001469003.1,
PDT001094837.1,GCA_021909995.1
PDT001209707.1,
PDT001267003.1,
PDT001188999.1,GCA_021896035.1
PDT002383496.1,GCA_041927095.1
PDT001185011.2,GCA_905219045.2
PDT002373740.1,GCA_041862855.1
PDT001198359.1,GCA_021872195.1
PDT002373710.1,GCA_041861695.1
PDT001208244.1,
PDT001442150.1,
PDT001558863.1,
PDT001468089.1,GCA_025875485.1
PDT001494808.1,GCA_026326055.1
PDT001769454.1,GCA_947573345.1
PDT000433128.1,
PDT002305273.1,
PDT000878045.3,GCA_028066435.3
PDT002117230.1,GCA_037401775.1
PDT001960946.1,GCA_033106385.1
PDT002317836.1,GCA_041263845.1
PDT002290860.1,GCA_041054885.1
PDT002233259.1,GCA_040411135.1
PDT000901777.3,GCA_022033815.3
PDT002364324.1,GCA_041768415.1
PDT000197020.1,GCA_002055765.1
PDT000858477.1,GCA_022149305.1
PDT000217814.1,GCA_002186935.1
PDT000876176.1,GCA_022061765.1
PDT000874749.1,GCA_022087345.1
PDT000435483.1,GCA_022263555.1
PDT000431394.1,GCA_022285845.1
PDT000433501.1,GCA_022272195.1
PDT000217039.1,GCA_002181225.1
PDT000445154.1,
PDT000903582.1,GCA_015719205.1
PDT000381696.1,GCA_003573715.1
PDT001324910.1,GCA_023657815.1
PDT000947768.1,GCA_022017155.1
PDT000538976.2,GCA_006542165.2
PDT000974730.1,GCA_022009615.1
PDT000932879.1,GCA_016617015.1
PDT000785560.1,GCA_022172685.1
PDT000715025.1,GCA_022196385.1
PDT001288527.1,GCA_023037335.1
PDT001411199.1,GCA_025077715.1
PDT001370362.1,GCA_024476065.1
PDT000785180.1,GCA_013392185.1
PDT000881253.1,
PDT000870113.2,GCA_022057855.1
PDT001151269.1,GCA_020478455.1
PDT001151362.1,GCA_020481145.1
PDT000852538.1,GCA_014834275.1
PDT000871272.1,GCA_022125565.1
PDT000858589.1,GCA_022145965.1
PDT001817339.2,GCA_031015285.2
PDT000858669.1,GCA_022154865.1
PDT000925061.1,
PDT001007115.1,GCA_017975735.1
PDT001381580.1,GCA_024682635.1
PDT001020808.1,GCA_018274825.1
PDT001868405.1,GCA_030972215.1
PDT001672839.1,GCA_029493245.1
PDT001307989.1,GCA_023365275.1
PDT001157376.1,GCA_020525905.1
PDT001260707.1,GCA_022517325.1
PDT002290997.1,GCA_041030825.1
PDT001289339.1,GCA_023031525.1
PDT001366183.1,GCA_024434835.1
PDT001227597.1,GCA_021789245.1
PDT001289689.1,GCA_023023645.1
PDT001391489.1,GCA_024703485.1
PDT001557966.1,GCA_027892295.1
PDT002230595.1,GCA_040290715.1
PDT001558154.1,GCA_027617505.1
PDT001866927.1,GCA_030930075.1
PDT001951321.1,GCA_032994305.1
PDT001376400.1,GCA_024495065.1
PDT000893058.1,GCA_015556725.1
PDT002041880.1,GCA_034729685.1
PDT002053280.1,
PDT001873517.1,GCA_031174865.1
PDT001580434.1,GCA_027948585.1
PDT002096689.2,GCA_036949995.1
PDT001903399.1,GCA_032044755.1
PDT001758448.1,GCA_030067295.1
PDT001911353.1,GCA_032296505.1
PDT001807298.1,GCA_030382585.1
PDT001807261.1,GCA_030380445.1
PDT002104172.1,GCA_037076145.1
PDT002115648.1,GCA_037203365.1
PDT001923215.1,GCA_032637425.1
PDT002136160.1,GCA_038030915.1
PDT001981587.1,GCA_033541015.1
PDT002086254.1,GCA_036858415.1
PDT002069409.1,GCA_036287765.1
PDT002088886.1,GCA_036882385.1
PDT002127274.1,GCA_037631065.1
PDT002134000.1,
PDT002369421.1,GCA_041857195.1
PDT002381570.1,GCA_041902765.1
PDT002208417.1,GCA_040200155.1
PDT002160616.1,GCA_039609515.1
PDT002251099.1,GCA_040691945.1
PDT002376871.1,
PDT000440065.1,
PDT001701299.1,GCA_030880845.1
PDT000369202.1,GCA_900511685.1
PDT000369274.1,GCA_900512365.1
PDT000370047.1,GCA_900502775.1
PDT000440969.1,GCA_022247345.1
PDT000438188.1,
PDT000425350.1,
PDT001189095.1,
PDT000203048.1,GCA_900175115.1
PDT000354608.1,GCA_900493955.1
PDT000441707.1,
PDT000543370.1,GCA_902159575.1
PDT000433129.1,
PDT000438554.1,
PDT001903203.1,GCA_032132955.1
PDT001092269.1,GCA_021919355.1
PDT001209196.1,
PDT000613654.1,
PDT000763268.1,
PDT000618506.1,
PDT000736011.1,GCA_022181165.1
PDT000823242.1,
PDT000633244.1,
PDT000873138.1,
PDT000750164.1,
PDT000886758.1,
PDT000886696.1,
PDT001007877.1,
PDT001038345.1,
PDT000675141.1,
PDT000715839.1,GCA_022186905.1
PDT001586456.1,
PDT001586681.1,
PDT001777154.1,
PDT001468888.1,
PDT000674903.1,
PDT001267084.1,
PDT001365256.1,
PDT001266650.1,
PDT002335021.1,GCA_041422095.1
PDT001269564.1,
PDT002069415.1,GCA_036314105.1
PDT001375200.1,GCA_024512945.1
PDT001205939.1,
PDT001451781.1,
PDT001208188.1,GCA_021863065.1
PDT001360400.1,GCA_926498245.1
PDT001373299.1,GCA_024492195.1
PDT002355888.1,
PDT001956305.1,
PDT001957637.1,
PDT000369902.1,GCA_900517235.1
PDT002313982.1,
PDT002279458.1,GCA_964207575.1
PDT002279439.1,GCA_964207685.1
PDT000226504.2,
PDT001903591.2,GCA_032121155.2
PDT001399515.4,
PDT001244762.1,GCA_022141905.1
PDT000218022.4,
PDT001391250.3,GCA_027256835.3
PDT001009211.1,GCA_018066665.1
PDT001840213.2,GCA_031010525.2
PDT001708704.3,GCA_031038535.2
PDT001672246.1,
PDT000155027.2,
PDT002227152.1,GCA_040270125.1
PDT000181471.2,GCA_001969905.2
PDT000874980.1,GCA_022083355.1
